58.458,2.95894
12.3616,1.58843
0.999991,1.25104
2.83565,0.717314
0.370697,0.348573
2.1852,6.25224
1.18615,0.34729
1.12842,9.85749
1.55454,3.97437
1.43508,2.49914
3.63088,3.58343
0.468935,0.0515563
1.95852,2.42941
5.37073,0.457067
2.32447,0.179635
6.37063,0.6712
6.90243,0.584092
4.43182,3.42986
5.0834,1.33665
2.87316,0.813079
2.4425,2.08329
0.582656,0.238794
1.53783,0.555324
0.589254,3.31313
2.55076,2.73618
11.2736,0.964325
0.14849,0.868053
1.18852,2.18237
3.45124,1.22221
2.85106,0.729391
0.957896,0.149834
1.41928,0.569703
0.665633,0.531441
3.1261,1.20051
1.31203,0.192999
2.54128,0.989533
0.530733,1.09517
0.992211,1.22398
0.316444,1.10109
0.769122,3.56315
3.46125,2.0322
0.261304,1.33627
2.10688,3.00849
0.406416,4.03199
0.830475,3.46963
2.07978,1.26129
7.52101,1.29788
2.96997,2.34062
4.95177,0.00258932
10.6893,4.60045
3.67617,1.23836
3.46765,1.70079
1.98919,0.884876
1.3188,1.46247
0.847889,0.533836
1.40601,1.39729
3.28092,2.02257
7.9779,2.71003
1.14298,0.282841
1.73918,0.370385
0.203725,0.513796
7.00207,2.20424
5.66919,3.68294
2.38829,1.05039
1.99523,1.10667
6.66413,0.590227
1.702,0.229585
3.15431,2.68481
3.25948,0.741634
10.0783,0.708582
3.39507,1.11283
5.60655,2.10084
2.04925,0.647345
1.12937,0.643298
0.316525,1.36789
2.42852,0.298222
1.81461,2.26935
2.52629,0.11378
1.0124,2.02932
1.12171,0.683149
4.22762,0.508824
5.21226,3.59627
0.998206,1.39383
1.84381,0.399266
1.37891,3.60422
4.16632,3.24293
0.0381148,0.174621
3.26702,3.10497
0.343562,0.358812
0.683862,0.206439
3.05082,0.517457
1.49349,2.07127
1.79354,2.06047
4.58714,0.586343
1.68091,1.04743
1.04536,1.37347
7.14335,2.75251
3.63994,1.25446
2.00865,6.33207
2.35897,0.0186133
2.36869,0.527792
4.61005,2.21824
0.606972,1.92438
2.01467,0.676798
1.09288,2.1154
2.52946,0.400287
1.76452,0.778021
1.82781,4.35744
0.440334,0.95366
1.51797,3.95211
2.66141,0.355192
3.36165,0.435634
2.8047,5.00087
2.13903,3.37636
1.27878,1.21406
0.974761,2.21819
0.670823,0.772426
2.57374,3.77917
2.06377,0.202112
2.95889,0.723937
5.31752,1.02767
5.80114,0.596325
1.52124,1.91441
2.90312,0.102016
4.5234,2.22479
2.58078,0.991711
0.121987,2.40793
2.43397,2.42101
1.20934,0.798922
4.22247,0.0277485
1.07384,1.19541
0.116842,0.52552
4.39074,1.1454
0.517271,5.34466
1.16672,3.59735
5.38465,1.4749
5.78836,1.42365
3.53517,2.34342
5.80687,1.4402
2.59667,1.32806
3.04165,0.242407
3.87862,0.860551
1.33877,1.79202
0.361693,1.68226
4.26725,5.45779
0.567154,0.485987
0.367896,1.11978
1.93898,0.212363
2.96864,2.03026
0.298367,0.0566829
5.01301,3.83112
1.36536,0.665482
7.22296,0.816511
0.779009,3.84684
1.84347,3.61323
1.45305,3.00145
1.72816,2.84887
0.966583,0.705948
2.93487,1.71935
1.53553,4.87134
2.80452,2.00528
3.47413,0.907995
2.70728,0.555288
0.426278,2.30168
4.41998,5.02731
1.87968,2.00457
2.03682,0.674401
4.79261,1.92012
7.77331,0.483272
1.6786,0.297267
0.563757,1.72985
1.81813,0.286908
3.8521,3.19369
1.20051,1.63651
5.06455,13.4597
1.70994,0.752151
2.57886,1.02629
1.9806,1.21677
5.63665,0.0310455
2.34662,1.6199
0.736627,6.98657
3.68549,2.51302
1.44597,0.707805
0.818774,1.94889
2.04306,3.44859
3.54841,4.99983
0.321108,2.98262
1.8871,0.220559
1.24564,0.612534
6.32619,0.591978
0.2385,0.415789
11.0205,1.56015
3.63862,4.36569
0.67006,1.60499
1.34799,5.21103
1.03526,0.756103
2.10377,1.39563
1.5898,0.0143226
5.03945,0.791028
2.32605,2.54627
2.75804,1.01298
1.86688,2.4284
6.97689,0.405379
8.88312,0.577811
0.195773,0.679109
0.894378,0.324683
2.65001,1.56239
2.17735,0.281934
1.10024,3.65727
0.544839,2.15588
8.90685,0.409403
2.2921,1.02041
0.834282,1.20086
3.20511,0.0810652
4.30693,0.0446715
1.51811,4.76967
5.4578,1.03835
1.45799,0.327499
2.09875,2.16548
5.93623,0.0725417
1.6685,4.15235
5.60925,3.42362
4.82403,1.65757
1.8633,0.506419
1.05227,0.395991
4.93235,6.43566
1.59178,0.98253
4.86026,2.86601
3.30097,0.667359
0.423267,0.816563
0.031143,1.28722
0.436208,1.25371
0.246627,1.8613
7.68497,0.200551
6.27592,2.06107
0.554868,8.03967
1.88102,0.403655
0.290433,4.37171
1.5381,1.41581
0.581252,2.48121
2.85267,0.590789
8.02868,2.62979
0.394953,1.09766
6.20319,2.31788
3.65709,0.970627
2.35986,1.423
6.03377,3.49695
1.55331,7.4808
2.19531,0.876516
3.63904,
